,index,Country or Area,Year,Commodity,Trade (USD),Weight (kg),Quantity
825,9532,Australia,1990,"Bovine cuts bone in, fresh or chilled",25833402.0,8887240.0,8887240.0
826,9534,Australia,1990,"Bovine cuts boneless, fresh or chilled",478029846.0,122390505.0,122390505.0
827,9535,Australia,1990,"Bovine cuts boneless, fresh or chilled",45555.0,13375.0,13375.0
828,9536,Australia,1990,"Bovine carcasses and half carcasses, frozen",42042111.0,19410647.0,19410647.0
829,9538,Australia,1990,"Bovine cuts bone in, frozen",107456175.0,56389015.0,56389015.0
830,9539,Australia,1990,"Bovine cuts bone in, frozen",112213.0,57882.0,57882.0
831,9541,Australia,1990,"Bovine cuts boneless, frozen",1299857094.0,568128189.0,568128189.0
832,9542,Australia,1990,"Bovine cuts boneless, frozen",2648909.0,1208412.0,1208412.0
833,9571,Australia,1990,"Bovine edible offal, fresh or chilled",6389725.0,3085144.0,3085144.0
834,9572,Australia,1990,"Bovine tongues, frozen",22252791.0,7577086.0,7577086.0
835,9573,Australia,1990,"Bovine tongues, frozen",40684.0,21069.0,21069.0
836,9574,Australia,1990,"Bovine livers, frozen",7492548.0,9159191.0,9159191.0
837,9575,Australia,1990,"Bovine livers, frozen",9169.0,18390.0,18390.0
838,9577,Australia,1990,"Bovine edible offal, frozen except livers and tongues",47581683.0,29374448.0,29374448.0
839,9578,Australia,1990,"Bovine edible offal, frozen except livers and tongues",15671.0,21312.0,21312.0
840,9610,Australia,1990,"Bovine meat salted, dried or smoked",1454309.0,231867.0,231867.0
841,9614,Australia,1989,"Bovine carcasses and half carcasses, fresh or chilled",61613631.0,25902378.0,25902378.0
842,9616,Australia,1989,"Bovine cuts bone in, fresh or chilled",45300497.0,15808583.0,15808583.0
843,9618,Australia,1989,"Bovine cuts boneless, fresh or chilled",366564653.0,94159293.0,94159293.0
844,9619,Australia,1989,"Bovine cuts boneless, fresh or chilled",186170.0,51015.0,51015.0
845,9621,Australia,1989,"Bovine carcasses and half carcasses, frozen",11469837.0,4564072.0,4564072.0
846,9622,Australia,1989,"Bovine carcasses and half carcasses, frozen",5597.0,1562.0,1562.0
847,9624,Australia,1989,"Bovine cuts bone in, frozen",74026630.0,35473582.0,35473582.0
848,9626,Australia,1989,"Bovine cuts boneless, frozen",1076216947.0,462542068.0,462542068.0
849,9627,Australia,1989,"Bovine cuts boneless, frozen",1541931.0,661142.0,661142.0
850,9658,Australia,1989,"Bovine edible offal, fresh or chilled",6809624.0,3103574.0,3103574.0
851,9659,Australia,1989,"Bovine edible offal, fresh or chilled",7873.0,1437.0,1437.0
852,9660,Australia,1989,"Bovine tongues, frozen",15862955.0,5621735.0,5621735.0
853,9661,Australia,1989,"Bovine livers, frozen",9399612.0,9109382.0,9109382.0
854,9663,Australia,1989,"Bovine edible offal, frozen except livers and tongues",53978279.0,28047481.0,28047481.0
855,9664,Australia,1989,"Bovine edible offal, frozen except livers and tongues",36260.0,24562.0,24562.0
856,9692,Australia,1989,"Bovine meat salted, dried or smoked",1752810.0,293139.0,293139.0
857,9695,Australia,1988,"Bovine carcasses and half carcasses, fresh or chilled",9268580.0,4530521.0,4530521.0
858,9697,Australia,1988,"Bovine cuts bone in, fresh or chilled",20036318.0,7140342.0,7140342.0
859,9698,Australia,1988,"Bovine cuts bone in, fresh or chilled",848.0,253.0,253.0
860,9700,Australia,1988,"Bovine cuts boneless, fresh or chilled",290310721.0,80702739.0,80702739.0
861,9701,Australia,1988,"Bovine cuts boneless, fresh or chilled",1832546.0,574562.0,574562.0
862,9703,Australia,1988,"Bovine carcasses and half carcasses, frozen",4502128.0,1998901.0,1998901.0
863,9705,Australia,1988,"Bovine cuts bone in, frozen",23716042.0,11673006.0,11673006.0
864,9707,Australia,1988,"Bovine cuts boneless, frozen",1155306360.0,518852535.0,518852535.0
865,9708,Australia,1988,"Bovine cuts boneless, frozen",1915194.0,843963.0,843963.0
866,9740,Australia,1988,"Bovine edible offal, fresh or chilled",7156452.0,3235957.0,3235957.0
867,9741,Australia,1988,"Bovine tongues, frozen",11941716.0,5199448.0,5199448.0
868,9742,Australia,1988,"Bovine livers, frozen",6548894.0,7698444.0,7698444.0
869,9744,Australia,1988,"Bovine edible offal, frozen except livers and tongues",48208419.0,28747530.0,28747530.0
870,9745,Australia,1988,"Bovine edible offal, frozen except livers and tongues",144226.0,36468.0,36468.0
871,9774,Australia,1988,"Bovine meat salted, dried or smoked",1972931.0,844914.0,844914.0
872,9778,Austria,2018,"Bovine carcasses and half carcasses, fresh or chilled",59708765.1091712,14865827.0,14865827.0
873,9780,Austria,2018,"Bovine cuts bone in, fresh or chilled",153514217.635908,32921655.0,32921655.0
874,9782,Austria,2018,"Bovine cuts boneless, fresh or chilled",200365451.966705,33161172.0,33161172.0
875,9784,Austria,2018,"Bovine carcasses and half carcasses, frozen",3490.9584561,442.0,442.0
876,9786,Austria,2018,"Bovine cuts bone in, frozen",2125411.28266884,467860.0,467860.0
877,9788,Austria,2018,"Bovine cuts boneless, frozen",99579465.9160434,19840298.0,19840298.0
878,9821,Austria,2018,"Bovine edible offal, fresh or chilled",21909355.6872243,31944414.0,31944414.0
879,9823,Austria,2018,"Bovine tongues, frozen",1204194.01035414,304956.0,304956.0
880,9825,Austria,2018,"Bovine livers, frozen",348596.12465334,503235.0,503235.0
881,9827,Austria,2018,"Bovine edible offal, frozen except livers and tongues",7280839.8286626,3748783.0,3748783.0
882,9869,Austria,2018,"Bovine meat salted, dried or smoked",2075179.28485044,159954.0,159954.0
883,9873,Austria,2017,"Bovine carcasses and half carcasses, fresh or chilled",57337161.3900903,14934047.0,14934047.0
884,9875,Austria,2017,"Bovine cuts bone in, fresh or chilled",134609199.070327,29604003.2025028,29604003.2025028
885,9877,Austria,2017,"Bovine cuts boneless, fresh or chilled",207211838.865309,37948862.0,37948862.0
886,9879,Austria,2017,"Bovine carcasses and half carcasses, frozen",36267.5035419,4922.0,4922.0
887,9881,Austria,2017,"Bovine cuts bone in, frozen",1204688.68156136,261000.0,261000.0
888,9883,Austria,2017,"Bovine cuts boneless, frozen",100781455.607268,23538220.0,23538220.0
889,9916,Austria,2017,"Bovine edible offal, fresh or chilled",24210291.5266948,20341166.0,20341166.0
890,9918,Austria,2017,"Bovine tongues, frozen",1123993.345018,293197.0,293197.0
891,9920,Austria,2017,"Bovine livers, frozen",399364.89755734,512552.0,512552.0
892,9922,Austria,2017,"Bovine edible offal, frozen except livers and tongues",6682400.74002634,3734706.0,3734706.0
893,9964,Austria,2017,"Bovine meat salted, dried or smoked",1969108.05187112,152905.0,152905.0
894,9968,Austria,2016,"Bovine carcasses and half carcasses, fresh or chilled",42000963.0799383,12319690.0,12319690.0
895,9970,Austria,2016,"Bovine cuts bone in, fresh or chilled",134322043.228891,32032170.0,32032170.0
896,9972,Austria,2016,"Bovine cuts boneless, fresh or chilled",194372021.076428,38676774.0,38676774.0
897,9974,Austria,2016,"Bovine carcasses and half carcasses, frozen",73542.88044954,14313.0,14313.0
898,9976,Austria,2016,"Bovine cuts bone in, frozen",516775.93211223,78284.0,78284.0
899,9978,Austria,2016,"Bovine cuts boneless, frozen",81883231.063652,20051032.0,20051032.0
900,10011,Austria,2016,"Bovine edible offal, fresh or chilled",23407191.728308,34754209.0,34754209.0
901,10013,Austria,2016,"Bovine tongues, frozen",746386.8508584,199829.0,199829.0
902,10015,Austria,2016,"Bovine livers, frozen",498717.29308068,798293.0,798293.0
903,10017,Austria,2016,"Bovine edible offal, frozen except livers and tongues",7253705.35494873,4352633.0,4352633.0
904,10059,Austria,2016,"Bovine meat salted, dried or smoked",1706539.72817142,133399.0,133399.0
905,10063,Austria,2015,"Bovine carcasses and half carcasses, fresh or chilled",52150099.7835874,14606426.0,14606426.0
906,10065,Austria,2015,"Bovine cuts bone in, fresh or chilled",153446561.517087,35817462.0,35817462.0
907,10067,Austria,2015,"Bovine cuts boneless, fresh or chilled",205668427.893272,40635174.0,40635174.0
908,10069,Austria,2015,"Bovine carcasses and half carcasses, frozen",52337.40601152,11443.0,11443.0
909,10071,Austria,2015,"Bovine cuts bone in, frozen",4284859.0398876,1011980.0,1011980.0
910,10073,Austria,2015,"Bovine cuts boneless, frozen",71766436.2771029,18054016.0,18054016.0
911,10107,Austria,2015,"Bovine edible offal, fresh or chilled",25978867.9347688,35610750.0,35610750.0
912,10109,Austria,2015,"Bovine tongues, frozen",1035749.14961016,220389.0,220389.0
913,10111,Austria,2015,"Bovine livers, frozen",292527.60708752,288590.0,288590.0
914,10113,Austria,2015,"Bovine edible offal, frozen except livers and tongues",6618362.5532768,3901975.0,3901975.0
915,10154,Austria,2015,"Bovine meat salted, dried or smoked",1923930.71687912,150231.0,150231.0
916,10158,Austria,2014,"Bovine carcasses and half carcasses, fresh or chilled",55566632.2687846,12965502.0,12965502.0
917,10160,Austria,2014,"Bovine cuts bone in, fresh or chilled",185118822.751724,37530422.0,37530422.0
918,10162,Austria,2014,"Bovine cuts boneless, fresh or chilled",228966359.238858,38534704.0,38534704.0
919,10164,Austria,2014,"Bovine carcasses and half carcasses, frozen",294838.65846752,52502.0,52502.0
920,10166,Austria,2014,"Bovine cuts bone in, frozen",1117114.35605728,191920.0,191920.0
921,10168,Austria,2014,"Bovine cuts boneless, frozen",93657068.588194,20375509.0,20375509.0
922,10201,Austria,2014,"Bovine edible offal, fresh or chilled",33972825.1693434,29435825.0,29435825.0
923,10203,Austria,2014,"Bovine tongues, frozen",1488927.45435872,251752.0,251752.0
924,10205,Austria,2014,"Bovine livers, frozen",3161541.7693776,1587838.0,1587838.0
925,10207,Austria,2014,"Bovine edible offal, frozen except livers and tongues",16521558.5400771,7430034.0,7430034.0
926,10248,Austria,2014,"Bovine meat salted, dried or smoked",2938163.53104064,156749.0,156749.0
927,10252,Austria,2013,"Bovine carcasses and half carcasses, fresh or chilled",60398996.8057009,13178812.0,13178812.0
928,10254,Austria,2013,"Bovine cuts bone in, fresh or chilled",200909133.733181,39090506.0,39090506.0
929,10256,Austria,2013,"Bovine cuts boneless, fresh or chilled",222535396.51536,34129581.0,34129581.0
930,10258,Austria,2013,"Bovine carcasses and half carcasses, frozen",59577.81680487,9321.0,9321.0
931,10260,Austria,2013,"Bovine cuts bone in, frozen",1554667.21350912,143603.0,143603.0
932,10262,Austria,2013,"Bovine cuts boneless, frozen",88560532.9522882,17451698.0,17451698.0
933,10294,Austria,2013,"Bovine edible offal, fresh or chilled",27166572.1308061,19932052.0,19932052.0
934,10296,Austria,2013,"Bovine tongues, frozen",2480563.56385998,398862.0,398862.0
935,10298,Austria,2013,"Bovine livers, frozen",1484866.49512023,1068270.0,1068270.0
936,10300,Austria,2013,"Bovine edible offal, frozen except livers and tongues",7798364.77969863,3556794.0,3556794.0
937,10341,Austria,2013,"Bovine meat salted, dried or smoked",3421207.29302229,166698.0,166698.0
938,10345,Austria,2012,"Bovine carcasses and half carcasses, fresh or chilled",57279426.3161242,12510554.0,12510554.0
939,10347,Austria,2012,"Bovine cuts bone in, fresh or chilled",194198775.023247,37524690.0,37524690.0
940,10349,Austria,2012,"Bovine cuts boneless, fresh or chilled",210023256.188738,31790453.0,31790453.0
941,10351,Austria,2012,"Bovine carcasses and half carcasses, frozen",117422.93296224,20019.0,20019.0
942,10353,Austria,2012,"Bovine cuts bone in, frozen",1619648.69312352,263332.0,263332.0
943,10355,Austria,2012,"Bovine cuts boneless, frozen",84628151.8381805,18421475.0,18421475.0
944,10388,Austria,2012,"Bovine edible offal, fresh or chilled",21011040.5830973,16812701.0,16812701.0
945,10390,Austria,2012,"Bovine tongues, frozen",1847898.42950016,405472.0,405472.0
946,10392,Austria,2012,"Bovine livers, frozen",1549491.37994016,1151058.0,1151058.0
947,10394,Austria,2012,"Bovine edible offal, frozen except livers and tongues",8895260.57370336,3805165.0,3805165.0
948,10435,Austria,2012,"Bovine meat salted, dried or smoked",2567132.37359808,166980.0,166980.0
949,10439,Austria,2011,"Bovine carcasses and half carcasses, fresh or chilled",52135209.0,11561300.0,11561300.0
950,10441,Austria,2011,"Bovine cuts bone in, fresh or chilled",220361157.0,42580168.0,42580168.0
951,10443,Austria,2011,"Bovine cuts boneless, fresh or chilled",199459486.0,30809900.0,30809900.0
952,10445,Austria,2011,"Bovine carcasses and half carcasses, frozen",174143.0,33000.0,33000.0
953,10447,Austria,2011,"Bovine cuts bone in, frozen",1248537.0,134607.0,134607.0
954,10449,Austria,2011,"Bovine cuts boneless, frozen",77365894.0,18627196.0,18627196.0
955,10481,Austria,2011,"Bovine edible offal, fresh or chilled",11443808.0,9435429.0,9435429.0
956,10483,Austria,2011,"Bovine tongues, frozen",1497982.0,371400.0,371400.0
957,10485,Austria,2011,"Bovine livers, frozen",1486488.0,913517.0,913517.0
958,10487,Austria,2011,"Bovine edible offal, frozen except livers and tongues",10614831.0,5131933.0,5131933.0
959,10528,Austria,2011,"Bovine meat salted, dried or smoked",1377227.0,91102.0,91102.0
960,10532,Austria,2010,"Bovine carcasses and half carcasses, fresh or chilled",48552029.0,12917627.0,12917627.0
961,10534,Austria,2010,"Bovine cuts bone in, fresh or chilled",205306842.0,45749237.0,45749237.0
962,10536,Austria,2010,"Bovine cuts boneless, fresh or chilled",156044807.0,27675822.0,27675822.0
963,10538,Austria,2010,"Bovine carcasses and half carcasses, frozen",437969.0,82183.0,82183.0
964,10540,Austria,2010,"Bovine cuts bone in, frozen",1413239.0,252960.0,252960.0
965,10542,Austria,2010,"Bovine cuts boneless, frozen",62667475.0,18195927.0,18195927.0
966,10574,Austria,2010,"Bovine edible offal, fresh or chilled",10282723.0,7981685.0,7981685.0
967,10576,Austria,2010,"Bovine tongues, frozen",714784.0,172013.0,172013.0
968,10578,Austria,2010,"Bovine livers, frozen",1243543.0,961010.0,961010.0
969,10580,Austria,2010,"Bovine edible offal, frozen except livers and tongues",7405535.0,3863364.0,3863364.0
970,10621,Austria,2010,"Bovine meat salted, dried or smoked",1162046.0,85558.0,85558.0
971,10625,Austria,2009,"Bovine carcasses and half carcasses, fresh or chilled",55380811.0,13460500.0,13460500.0
972,10627,Austria,2009,"Bovine cuts bone in, fresh or chilled",224019103.0,47533419.0,47533419.0
973,10629,Austria,2009,"Bovine cuts boneless, fresh or chilled",152709846.0,27151213.0,27151213.0
974,10631,Austria,2009,"Bovine carcasses and half carcasses, frozen",395033.0,90811.0,90811.0
975,10633,Austria,2009,"Bovine cuts bone in, frozen",1218592.0,143377.0,143377.0
976,10635,Austria,2009,"Bovine cuts boneless, frozen",48388071.0,11535043.0,11535043.0
977,10667,Austria,2009,"Bovine edible offal, fresh or chilled",11412209.0,7250951.0,7250951.0
978,10669,Austria,2009,"Bovine tongues, frozen",458638.0,101451.0,101451.0
979,10671,Austria,2009,"Bovine livers, frozen",1160463.0,1040589.0,1040589.0
980,10673,Austria,2009,"Bovine edible offal, frozen except livers and tongues",4186532.0,2365319.0,2365319.0
981,10714,Austria,2009,"Bovine meat salted, dried or smoked",1246269.0,93838.0,93838.0
982,10718,Austria,2008,"Bovine carcasses and half carcasses, fresh or chilled",60621660.0,13508500.0,13508500.0
983,10720,Austria,2008,"Bovine cuts bone in, fresh or chilled",229205394.0,43661189.0,43661189.0
984,10722,Austria,2008,"Bovine cuts boneless, fresh or chilled",125504279.0,18741861.0,18741861.0
985,10724,Austria,2008,"Bovine carcasses and half carcasses, frozen",350247.0,68700.0,68700.0
986,10726,Austria,2008,"Bovine cuts bone in, frozen",1514691.0,214562.0,214562.0
987,10728,Austria,2008,"Bovine cuts boneless, frozen",55567047.0,14309827.0,14309827.0
988,10759,Austria,2008,"Bovine edible offal, fresh or chilled",33996498.0,8136547.0,8136547.0
989,10761,Austria,2008,"Bovine tongues, frozen",446841.0,76919.0,76919.0
990,10763,Austria,2008,"Bovine livers, frozen",1340789.0,887570.0,887570.0
991,10765,Austria,2008,"Bovine edible offal, frozen except livers and tongues",4548772.0,2567431.0,2567431.0
992,10806,Austria,2008,"Bovine meat salted, dried or smoked",1517269.0,100160.0,100160.0
993,10810,Austria,2007,"Bovine carcasses and half carcasses, fresh or chilled",61646907.0,16003600.0,16003600.0
994,10812,Austria,2007,"Bovine cuts bone in, fresh or chilled",196399895.0,44132119.0,44132119.0
995,10814,Austria,2007,"Bovine cuts boneless, fresh or chilled",64831884.0,10325860.0,10325860.0
996,10816,Austria,2007,"Bovine carcasses and half carcasses, frozen",651268.0,139700.0,139700.0
997,10818,Austria,2007,"Bovine cuts bone in, frozen",1072895.0,140645.0,140645.0
998,10820,Austria,2007,"Bovine cuts boneless, frozen",37743290.0,11417251.0,11417251.0
999,10854,Austria,2007,"Bovine edible offal, fresh or chilled",8161855.0,5700449.0,5700449.0
1000,10856,Austria,2007,"Bovine tongues, frozen",525481.0,91500.0,91500.0
1001,10858,Austria,2007,"Bovine livers, frozen",970892.0,652900.0,652900.0
1002,10860,Austria,2007,"Bovine edible offal, frozen except livers and tongues",3542222.0,2785405.0,2785405.0
1003,10899,Austria,2007,"Bovine meat salted, dried or smoked",1407767.0,108772.0,108772.0
